# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
xkr4	Inflammation	MESH:D007249	XKR4	114786	Pathology (process)	Pathology (process)		Propylthiouracil	24.90		9181282
xkr4	Inflammation	MESH:D007249	XKR4	114786	Pathology (process)	Pathology (process)		Tretinoin	24.90		15866332|1708081
xkr4	Inflammation	MESH:D007249	XKR4	114786	Pathology (process)	Pathology (process)		Vehicle Emissions	24.90		19635756|20385657|21524982|23670201
xkr4	Insulin Resistance	MESH:D007333	XKR4	114786	Metabolic disease	Metabolic disease		Arsenic	14.10		21592922|22354675|25979314
xkr4	Insulin Resistance	MESH:D007333	XKR4	114786	Metabolic disease	Metabolic disease		bisphenol A	14.10		16393666|20488778|22470480|23424204|23748860|24705360|24793715|26923231|28153594
xkr4	Insulin Resistance	MESH:D007333	XKR4	114786	Metabolic disease	Metabolic disease		Cadmium Chloride	14.10		27814245
xkr4	Insulin Resistance	MESH:D007333	XKR4	114786	Metabolic disease	Metabolic disease		Valproic Acid	14.10		19184102
xkr4	Intellectual Disability	MESH:D008607	XKR4	114786	Mental disorder|Nervous system disease|Signs and symptoms	Mental disorder|Nervous system disease|Signs and symptoms		Valproic Acid	2.25		17101920
xkr4	Intestinal Diseases	MESH:D007410	XKR4	114786	Digestive system disease	Digestive system disease		Cadmium Chloride	13.26		17577313
xkr4	Intestinal Diseases	MESH:D007410	XKR4	114786	Digestive system disease	Digestive system disease		Propylthiouracil	13.26		15822032
xkr4	Intestinal Diseases	MESH:D007410	XKR4	114786	Digestive system disease	Digestive system disease		Tretinoin	13.26		17994277
xkr4	Intestinal Neoplasms	MESH:D007414	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Ethinyl Estradiol	7.92		3396013
xkr4	Intestinal Neoplasms	MESH:D007414	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Tretinoin	7.92		14514656
xkr4	Intracranial Embolism and Thrombosis	MESH:D002542	XKR4	114786	Cardiovascular disease|Nervous system disease	Cardiovascular disease|Nervous system disease		Ethinyl Estradiol	3.80		9673837
xkr4	Intracranial Hemorrhages	MESH:D020300	XKR4	114786	Cardiovascular disease|Nervous system disease|Pathology (process)	Cardiovascular disease|Nervous system disease|Pathology (process)		Tretinoin	7.88		16930140
xkr4	Intracranial Hemorrhages	MESH:D020300	XKR4	114786	Cardiovascular disease|Nervous system disease|Pathology (process)	Cardiovascular disease|Nervous system disease|Pathology (process)		Valproic Acid	7.88		17607605
xkr4	Intracranial Hypertension	MESH:D019586	XKR4	114786	Nervous system disease	Nervous system disease		Tretinoin	8.05		12212169|14730300|9028161
xkr4	Intracranial Hypertension	MESH:D019586	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	8.05		17522786
xkr4	Intracranial Thrombosis	MESH:D020767	XKR4	114786	Cardiovascular disease|Nervous system disease	Cardiovascular disease|Nervous system disease		Vehicle Emissions	3.31		19560508
xkr4	Iron Overload	MESH:D019190	XKR4	114786	Metabolic disease	Metabolic disease		Cadmium Chloride	3.78		21540277
xkr4	Ischemia	MESH:D007511	XKR4	114786	Pathology (process)	Pathology (process)		Propylthiouracil	2.74		15701768
xkr4	Jaundice	MESH:D007565	XKR4	114786	Pathology (process)|Signs and symptoms	Pathology (process)|Signs and symptoms		Propylthiouracil	6.07		12645809|14530534|9025882|9773944
xkr4	Jaundice	MESH:D007565	XKR4	114786	Pathology (process)|Signs and symptoms	Pathology (process)|Signs and symptoms		Valproic Acid	6.07		17923349|20388938|6769734|7583902|8099687
xkr4	Jaundice, Obstructive	MESH:D041781	XKR4	114786	Pathology (process)|Signs and symptoms	Pathology (process)|Signs and symptoms		Ethinyl Estradiol	12.76		1738330
xkr4	Jaundice, Obstructive	MESH:D041781	XKR4	114786	Pathology (process)|Signs and symptoms	Pathology (process)|Signs and symptoms		Propylthiouracil	12.76		3528517
xkr4	Jaundice, Obstructive	MESH:D041781	XKR4	114786	Pathology (process)|Signs and symptoms	Pathology (process)|Signs and symptoms		Valproic Acid	12.76		3110488
xkr4	Jaw Abnormalities	MESH:D007569	XKR4	114786	Congenital abnormality|Mouth disease|Musculoskeletal disease	Congenital abnormality|Mouth disease|Musculoskeletal disease		Tretinoin	3.90		15992940|17551590
xkr4	Keratosis	MESH:D007642	XKR4	114786	Skin disease	Skin disease		Arsenic	4.04		11836136|12749816|14580687|16420308|16476755|16930632|17267001|19841129|22476201|24239724|28785074
xkr4	Keratosis, Actinic	MESH:D055623	XKR4	114786	Cancer|Skin disease	Cancer|Skin disease		Tretinoin	3.99		8601654
xkr4	Ketosis	MESH:D007662	XKR4	114786	Metabolic disease	Metabolic disease		Valproic Acid	3.71		2121122
xkr4	Kidney Diseases	MESH:D007674	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Arsenic	13.01		10828279|11836136|22066453|24348802
xkr4	Kidney Diseases	MESH:D007674	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		bisphenol A	13.01		18445619|23359474
xkr4	Kidney Diseases	MESH:D007674	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Cadmium Chloride	13.01		10924798|16962696|17882470|18414974|19063931|19371613|21284339|21540277|23750309|24200859|24632105|25588984|25719599
xkr4	Kidney Diseases	MESH:D007674	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Ethinyl Estradiol	13.01		19761811
xkr4	Kidney Diseases	MESH:D007674	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Valproic Acid	13.01		10937350|11322374|3935422|6782217|9175586
xkr4	Kidney Failure, Chronic	MESH:D007676	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Atrazine	6.64		26177651
xkr4	Kidney Failure, Chronic	MESH:D007676	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Propylthiouracil	6.64		10344375
xkr4	Kidney Neoplasms	MESH:D007680	XKR4	114786	Cancer|Urogenital disease (female)|Urogenital disease (male)	Cancer|Urogenital disease (female)|Urogenital disease (male)		Arsenic	2.77		23471352
xkr4	Kidney Tubular Necrosis, Acute	MESH:D007683	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Propylthiouracil	6.50		16354242
xkr4	Kidney Tubular Necrosis, Acute	MESH:D007683	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Tretinoin	6.50		9378467
xkr4	Lactation Disorders	MESH:D007775	XKR4	114786	Pregnancy complication|Skin disease	Pregnancy complication|Skin disease		Ethinyl Estradiol	4.39		5677208
xkr4	Language Development Disorders	MESH:D007805	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	3.26		20025093
xkr4	Learning Disorders	MESH:D007859	XKR4	114786	Mental disorder|Nervous system disease|Signs and symptoms	Mental disorder|Nervous system disease|Signs and symptoms		Arsenic	27.40		17384779|19460394|21453724|21784148
xkr4	Learning Disorders	MESH:D007859	XKR4	114786	Mental disorder|Nervous system disease|Signs and symptoms	Mental disorder|Nervous system disease|Signs and symptoms		Atrazine	27.40		20624442|23123945
xkr4	Learning Disorders	MESH:D007859	XKR4	114786	Mental disorder|Nervous system disease|Signs and symptoms	Mental disorder|Nervous system disease|Signs and symptoms		bisphenol A	27.40		20206181|22108044|24820113|25084756|25242006|25963729
xkr4	Learning Disorders	MESH:D007859	XKR4	114786	Mental disorder|Nervous system disease|Signs and symptoms	Mental disorder|Nervous system disease|Signs and symptoms		Propylthiouracil	27.40		21964421|27233481
xkr4	Learning Disorders	MESH:D007859	XKR4	114786	Mental disorder|Nervous system disease|Signs and symptoms	Mental disorder|Nervous system disease|Signs and symptoms		Tretinoin	27.40		18495421
xkr4	Learning Disorders	MESH:D007859	XKR4	114786	Mental disorder|Nervous system disease|Signs and symptoms	Mental disorder|Nervous system disease|Signs and symptoms		Valproic Acid	27.40		19755133|20599908
xkr4	Learning Disorders	MESH:D007859	XKR4	114786	Mental disorder|Nervous system disease|Signs and symptoms	Mental disorder|Nervous system disease|Signs and symptoms		Vehicle Emissions	27.40		18926851|21663545|26291742
xkr4	Lentigo	MESH:D007911	XKR4	114786	Skin disease	Skin disease		Tretinoin	4.79		8601654
xkr4	Lethargy	MESH:D053609	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	2.43		1606338|17414255|18459937|2121122|3106853|6104123
xkr4	Leukemia	MESH:D007938	XKR4	114786	Cancer	Cancer		Tretinoin	2.62		17143497|17290005
xkr4	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	MESH:D015464	XKR4	114786	Blood disease|Cancer	Blood disease|Cancer		Tretinoin	3.08		10609785
xkr4	Leukemia, Myeloid	MESH:D007951	XKR4	114786	Cancer	Cancer		Tretinoin	3.20		16482212|16932348|19285840
xkr4	Leukemia, Myeloid, Acute	MESH:D015470	XKR4	114786	Cancer	Cancer		Tretinoin	9.96		16294345|17596541|19850784|22541086
xkr4	Leukemia, Myeloid, Acute	MESH:D015470	XKR4	114786	Cancer	Cancer		trichostatin A	9.96		18206229
xkr4	Leukemia, Myeloid, Acute	MESH:D015470	XKR4	114786	Cancer	Cancer		Valproic Acid	9.96		16294345|17596541
xkr4	Leukocyte Disorders	MESH:D007960	XKR4	114786	Blood disease	Blood disease		Vehicle Emissions	3.98		23905969
xkr4	Leukocytosis	MESH:D007964	XKR4	114786	Blood disease|Pathology (process)	Blood disease|Pathology (process)		Propylthiouracil	8.14		1806466
xkr4	Leukocytosis	MESH:D007964	XKR4	114786	Blood disease|Pathology (process)	Blood disease|Pathology (process)		Tretinoin	8.14		10609785|12016812|12212169|1637024|1637880|17136541|7901684|7905174
xkr4	Leukoencephalopathies	MESH:D056784	XKR4	114786	Nervous system disease	Nervous system disease		Cadmium Chloride	3.05		23680456
xkr4	Leukopenia	MESH:D007970	XKR4	114786	Blood disease	Blood disease		Arsenic	10.57		15116095|18308700
xkr4	Leukopenia	MESH:D007970	XKR4	114786	Blood disease	Blood disease		Propylthiouracil	10.57		6179348|6892530
xkr4	Leukopenia	MESH:D007970	XKR4	114786	Blood disease	Blood disease		Valproic Acid	10.57		7864268
xkr4	Lichenoid Eruptions	MESH:D017512	XKR4	114786	Skin disease	Skin disease		Valproic Acid	3.78		12894087
xkr4	Lichen Planus, Oral	MESH:D017676	XKR4	114786	Mouth disease|Skin disease	Mouth disease|Skin disease		Tretinoin	4.79		4685585
xkr4	Limb Deformities, Congenital	MESH:D017880	XKR4	114786	Congenital abnormality|Musculoskeletal disease	Congenital abnormality|Musculoskeletal disease		Tretinoin	8.02		18703560|20117194|22498432|2718176|6648825|9224671|9535508
xkr4	Limb Deformities, Congenital	MESH:D017880	XKR4	114786	Congenital abnormality|Musculoskeletal disease	Congenital abnormality|Musculoskeletal disease		Valproic Acid	8.02		15794725|20025093|2284927|2492459
xkr4	Lipomyelomeningocele	MESH:C537030	XKR4	114786	Congenital abnormality|Nervous system disease	Congenital abnormality|Nervous system disease		Valproic Acid	4.20		2492459
xkr4	Liver Cirrhosis	MESH:D008103	XKR4	114786	Digestive system disease	Digestive system disease		Arsenic	2.52		10930056|11836136
xkr4	Liver Cirrhosis, Experimental	MESH:D008106	XKR4	114786	Digestive system disease	Digestive system disease		Tretinoin	1.83		16248980|18397230|21274875
xkr4	Liver Diseases	MESH:D008107	XKR4	114786	Digestive system disease	Digestive system disease		Arsenic	8.72		11134558|18834867
xkr4	Liver Diseases	MESH:D008107	XKR4	114786	Digestive system disease	Digestive system disease		Tretinoin	8.72		18275266|9378467
xkr4	Liver Diseases	MESH:D008107	XKR4	114786	Digestive system disease	Digestive system disease		Valproic Acid	8.72		3092003|6772435
xkr4	Liver Diseases, Alcoholic	MESH:D008108	XKR4	114786	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder		Propylthiouracil	3.78		3317042
xkr4	Liver Failure	MESH:D017093	XKR4	114786	Digestive system disease	Digestive system disease		Propylthiouracil	7.09		14530534|15251733|2343593|9025882
xkr4	Liver Failure	MESH:D017093	XKR4	114786	Digestive system disease	Digestive system disease		Valproic Acid	7.09		1606338|17168987|18716558|19239041|3112563|7925143|8157021|9090694
xkr4	Liver Failure, Acute	MESH:D017114	XKR4	114786	Digestive system disease	Digestive system disease		Propylthiouracil	6.10		12645809|15390328|15588385|16206173|17457460|20575220|3812421
xkr4	Liver Failure, Acute	MESH:D017114	XKR4	114786	Digestive system disease	Digestive system disease		Valproic Acid	6.10		10403231|10933322|10950478|12894087|15390328|17923349|2008603|3922731|6107726|6108469|6769734|7583902|7875849|8479774|8679806|9201347|9258971
xkr4	Liver Neoplasms	MESH:D008113	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Arsenic	7.95		11836136|16368122|22843710|26411935|91848
xkr4	Liver Neoplasms	MESH:D008113	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		bisphenol A	7.95		24487385
xkr4	Liver Neoplasms	MESH:D008113	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Ethinyl Estradiol	7.95		2086334|22084566|25058030|28108177|6278220|6685658
xkr4	Liver Neoplasms, Experimental	MESH:D008114	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Ethinyl Estradiol	2.16		1672562|1672626|2044195|2414260
xkr4	Lung agenesis	MESH:C562992	XKR4	114786	Congenital abnormality|Respiratory tract disease	Congenital abnormality|Respiratory tract disease		Tretinoin	4.79		26672737
xkr4	Lung Diseases	MESH:D008171	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Arsenic	20.15		11836136
xkr4	Lung Diseases	MESH:D008171	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Nickel	20.15		21401309
xkr4	Lung Diseases	MESH:D008171	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Propylthiouracil	20.15		10559122|10846402|12232461|12549809|12857055|15114849|17435868|19359981
xkr4	Lung Diseases	MESH:D008171	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Tretinoin	20.15		11804921|20857298|21258935
xkr4	Lung Diseases	MESH:D008171	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Vehicle Emissions	20.15		19797351|23147376
xkr4	Lung Diseases, Interstitial	MESH:D017563	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Valproic Acid	2.95		17228818
xkr4	Lung Injury	MESH:D055370	XKR4	114786	Respiratory tract disease|Wounds and injuries	Respiratory tract disease|Wounds and injuries		Cadmium Chloride	10.93		25313925
xkr4	Lung Injury	MESH:D055370	XKR4	114786	Respiratory tract disease|Wounds and injuries	Respiratory tract disease|Wounds and injuries		Nickel	10.93		11919079|8854218
xkr4	Lung Injury	MESH:D055370	XKR4	114786	Respiratory tract disease|Wounds and injuries	Respiratory tract disease|Wounds and injuries		Vehicle Emissions	10.93		11991888|12684091|18187276|24113306|24192212
xkr4	Lung Neoplasms	MESH:D008175	XKR4	114786	Cancer|Respiratory tract disease	Cancer|Respiratory tract disease		Arsenic	18.99		12583988|15377764|17306315|17875584|17976673|19168569|20420878|20600216|21954225|22003413|22411970|22843710
xkr4	Lung Neoplasms	MESH:D008175	XKR4	114786	Cancer|Respiratory tract disease	Cancer|Respiratory tract disease		entinostat	18.99		21224363
xkr4	Lung Neoplasms	MESH:D008175	XKR4	114786	Cancer|Respiratory tract disease	Cancer|Respiratory tract disease		Nickel	18.99		15377764|21111804|22024396|26026961
xkr4	Lung Neoplasms	MESH:D008175	XKR4	114786	Cancer|Respiratory tract disease	Cancer|Respiratory tract disease		Propylthiouracil	18.99		9037862
xkr4	Lung Neoplasms	MESH:D008175	XKR4	114786	Cancer|Respiratory tract disease	Cancer|Respiratory tract disease		trichostatin A	18.99		26768552
xkr4	Lung Neoplasms	MESH:D008175	XKR4	114786	Cancer|Respiratory tract disease	Cancer|Respiratory tract disease		Vehicle Emissions	18.99		22393207|22393209|24273233|26425123|7539340|9255578
xkr4	Lupus Erythematosus, Cutaneous	MESH:D008178	XKR4	114786	Connective tissue disease|Skin disease	Connective tissue disease|Skin disease		Valproic Acid	3.37		19040509
xkr4	Lupus Erythematosus, Systemic	MESH:D008180	XKR4	114786	Connective tissue disease|Immune system disease	Connective tissue disease|Immune system disease		Propylthiouracil	6.76		16425441|16887463|2484903
xkr4	Lupus Erythematosus, Systemic	MESH:D008180	XKR4	114786	Connective tissue disease|Immune system disease	Connective tissue disease|Immune system disease		Valproic Acid	6.76		9003978
xkr4	Lupus Nephritis	MESH:D008181	XKR4	114786	Connective tissue disease|Immune system disease|Urogenital disease (female)|Urogenital disease (male)	Connective tissue disease|Immune system disease|Urogenital disease (female)|Urogenital disease (male)		Propylthiouracil	3.61		9219172
xkr4	Lymphatic Diseases	MESH:D008206	XKR4	114786	Lymphatic disease	Lymphatic disease		Propylthiouracil	3.42		17415292
xkr4	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054218	XKR4	114786	Cancer|Immune system disease|Lymphatic disease	Cancer|Immune system disease|Lymphatic disease		Arsenic	3.28		27313752
xkr4	Lymphocytosis	MESH:D008218	XKR4	114786	Blood disease	Blood disease		Vehicle Emissions	3.75		14738236
xkr4	Lymphopenia	MESH:D008231	XKR4	114786	Blood disease|Immune system disease	Blood disease|Immune system disease		Nickel	3.45		22534063
xkr4	Lymphoproliferative Disorders	MESH:D008232	XKR4	114786	Immune system disease|Lymphatic disease	Immune system disease|Lymphatic disease		Arsenic	3.92		22617429
xkr4	Male Urogenital Diseases	MESH:D052801	XKR4	114786	Urogenital disease (male)	Urogenital disease (male)		Nickel	4.11		21417627
xkr4	Malformations of Cortical Development	MESH:D054220	XKR4	114786	Congenital abnormality|Nervous system disease	Congenital abnormality|Nervous system disease		Propylthiouracil	9.45		28973696
xkr4	Malformations of Cortical Development	MESH:D054220	XKR4	114786	Congenital abnormality|Nervous system disease	Congenital abnormality|Nervous system disease		Valproic Acid	9.45		18166379
xkr4	Malnutrition	MESH:D044342	XKR4	114786	Nutrition disorder	Nutrition disorder		Arsenic	4.30		20717540
xkr4	Mammary Neoplasms, Animal	MESH:D015674	XKR4	114786	Animal disease|Cancer	Animal disease|Cancer		bisphenol A	5.72		20675265
xkr4	Mammary Neoplasms, Animal	MESH:D015674	XKR4	114786	Animal disease|Cancer	Animal disease|Cancer		Valproic Acid	5.72		1729766
xkr4	Mammary Neoplasms, Experimental	MESH:D008325	XKR4	114786	Cancer	Cancer		bisphenol A	5.24		22649256|28844962
xkr4	Mammary Neoplasms, Experimental	MESH:D008325	XKR4	114786	Cancer	Cancer		Tretinoin	5.24		9671760
xkr4	Massive Hepatic Necrosis	MESH:D047508	XKR4	114786	Digestive system disease	Digestive system disease		Valproic Acid	2.94		10701024
xkr4	Maxillofacial Abnormalities	MESH:D019767	XKR4	114786	Congenital abnormality|Mouth disease|Musculoskeletal disease	Congenital abnormality|Mouth disease|Musculoskeletal disease		Tretinoin	4.33		2114463
xkr4	Medulloblastoma	MESH:D008527	XKR4	114786	Cancer	Cancer		Tretinoin	3.02		17453147
xkr4	Melanoma	MESH:D008545	XKR4	114786	Cancer	Cancer		Arsenic	8.72		15383412
xkr4	Melanoma	MESH:D008545	XKR4	114786	Cancer	Cancer		Tretinoin	8.72		16752155
xkr4	Melanoma	MESH:D008545	XKR4	114786	Cancer	Cancer		trichostatin A	8.72		16505122
xkr4	Melanosis	MESH:D008548	XKR4	114786	Skin disease	Skin disease		Arsenic	10.62		11125683|16217243|17267001
xkr4	Melanosis	MESH:D008548	XKR4	114786	Skin disease	Skin disease		Ethinyl Estradiol	10.62		12499032
xkr4	MELAS Syndrome	MESH:D017241	XKR4	114786	Cardiovascular disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Cardiovascular disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease		Valproic Acid	3.19		9243242
xkr4	Memory Disorders	MESH:D008569	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Arsenic	16.17		21784148
xkr4	Memory Disorders	MESH:D008569	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		bisphenol A	16.17		17467901|20169576|20206181|20219646|22484357|23523742|24820113|25074486|25084756|25242006|25963729|26827910|28572023
xkr4	Memory Disorders	MESH:D008569	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Propylthiouracil	16.17		27233481
xkr4	Memory Disorders	MESH:D008569	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	16.17		16908754|17543032|18081909
xkr4	Memory Disorders	MESH:D008569	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Vehicle Emissions	16.17		22659509|26291742
xkr4	Meningitis	MESH:D008581	XKR4	114786	Nervous system disease	Nervous system disease		Propylthiouracil	3.32		17329921
xkr4	Meningocele	MESH:D008588	XKR4	114786	Congenital abnormality|Nervous system disease|Pathology (anatomical condition)	Congenital abnormality|Nervous system disease|Pathology (anatomical condition)		Valproic Acid	4.40		1377411
xkr4	Meningomyelocele	MESH:D008591	XKR4	114786	Congenital abnormality|Nervous system disease	Congenital abnormality|Nervous system disease		Tretinoin	10.89		15893307|16940565
xkr4	Meningomyelocele	MESH:D008591	XKR4	114786	Congenital abnormality|Nervous system disease	Congenital abnormality|Nervous system disease		Valproic Acid	10.89		12237071|1377411|2499680|3080718|3919914|6401849|7687042
xkr4	Menstruation Disturbances	MESH:D008599	XKR4	114786	Pathology (process)	Pathology (process)		Atrazine	3.45		15583372
xkr4	Mental Disorders	MESH:D001523	XKR4	114786	Mental disorder	Mental disorder		bisphenol A	5.95		23716699|24820113
xkr4	Mental Disorders	MESH:D001523	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	5.95		16902764
xkr4	Mesenteric Ischemia	MESH:D065666	XKR4	114786	Cardiovascular disease|Digestive system disease	Cardiovascular disease|Digestive system disease		Propylthiouracil	4.12		15701768
xkr4	Mesothelioma	MESH:D008654	XKR4	114786	Cancer	Cancer		Atrazine	7.35		1916698
xkr4	Mesothelioma	MESH:D008654	XKR4	114786	Cancer	Cancer		Ethinyl Estradiol	7.35		2414260
xkr4	Metabolic Diseases	MESH:D008659	XKR4	114786	Metabolic disease	Metabolic disease		bisphenol A	2.86		24793377
xkr4	Metabolic Syndrome	MESH:D024821	XKR4	114786	Metabolic disease	Metabolic disease		Arsenic	12.69		22440634
xkr4	Metabolic Syndrome	MESH:D024821	XKR4	114786	Metabolic disease	Metabolic disease		Nickel	12.69		24961859
xkr4	Metabolic Syndrome	MESH:D024821	XKR4	114786	Metabolic disease	Metabolic disease		Valproic Acid	12.69		17565596|19682024
xkr4	Metaplasia	MESH:D008679	XKR4	114786	Pathology (process)	Pathology (process)		Vehicle Emissions	3.22		26773141|27315767
xkr4	Metrorrhagia	MESH:D008796	XKR4	114786	Pathology (process)|Urogenital disease (female)	Pathology (process)|Urogenital disease (female)		Ethinyl Estradiol	3.70		2150581|9115001
xkr4	Microcephaly	MESH:D008831	XKR4	114786	Congenital abnormality|Musculoskeletal disease|Nervous system disease	Congenital abnormality|Musculoskeletal disease|Nervous system disease		bisphenol A	13.92		15364205
xkr4	Microcephaly	MESH:D008831	XKR4	114786	Congenital abnormality|Musculoskeletal disease|Nervous system disease	Congenital abnormality|Musculoskeletal disease|Nervous system disease		Tretinoin	13.92		9535508
xkr4	Microcephaly	MESH:D008831	XKR4	114786	Congenital abnormality|Musculoskeletal disease|Nervous system disease	Congenital abnormality|Musculoskeletal disease|Nervous system disease		Valproic Acid	13.92		15123016
xkr4	Micrognathism	MESH:D008844	XKR4	114786	Congenital abnormality|Mouth disease|Musculoskeletal disease	Congenital abnormality|Mouth disease|Musculoskeletal disease		Tretinoin	10.58		9535508
xkr4	Micrognathism	MESH:D008844	XKR4	114786	Congenital abnormality|Mouth disease|Musculoskeletal disease	Congenital abnormality|Mouth disease|Musculoskeletal disease		Valproic Acid	10.58		11018306|2492459
xkr4	Micronuclei, Chromosome-Defective	MESH:D048629	XKR4	114786	Pathology (process)	Pathology (process)		Arsenic	24.89		24473091
xkr4	Micronuclei, Chromosome-Defective	MESH:D048629	XKR4	114786	Pathology (process)	Pathology (process)		Atrazine	24.89		22153302
xkr4	Micronuclei, Chromosome-Defective	MESH:D048629	XKR4	114786	Pathology (process)	Pathology (process)		bisphenol A	24.89		23142537
xkr4	Micronuclei, Chromosome-Defective	MESH:D048629	XKR4	114786	Pathology (process)	Pathology (process)		Cadmium Chloride	24.89		23249641
xkr4	Micronuclei, Chromosome-Defective	MESH:D048629	XKR4	114786	Pathology (process)	Pathology (process)		Nickel	24.89		23591161
xkr4	Micronuclei, Chromosome-Defective	MESH:D048629	XKR4	114786	Pathology (process)	Pathology (process)		Vehicle Emissions	24.89		15799244|16242274|17680010|26410583
xkr4	Microscopic Polyangiitis	MESH:D055953	XKR4	114786	Cardiovascular disease|Immune system disease|Nervous system disease	Cardiovascular disease|Immune system disease|Nervous system disease		Propylthiouracil	4.07		17039123
xkr4	Microstomia	MESH:D008865	XKR4	114786	Congenital abnormality|Mouth disease	Congenital abnormality|Mouth disease		Tretinoin	4.79		9535508
xkr4	Migraine Disorders	MESH:D008881	XKR4	114786	Nervous system disease	Nervous system disease		bisphenol A	6.47		24189132
xkr4	Migraine Disorders	MESH:D008881	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	6.47		12352283|18231713|18765137|18803445|19708964|19745651|24614773|28032682|7954747|8719796
xkr4	Migraine without Aura	MESH:D020326	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	3.17		15196300|18201252
xkr4	Mitochondrial Diseases	MESH:D028361	XKR4	114786	Metabolic disease	Metabolic disease		Valproic Acid	2.67		6412580|8099687
xkr4	Monoclonal Gammopathy of Undetermined Significance	MESH:D008998	XKR4	114786	Blood disease|Immune system disease	Blood disease|Immune system disease		Ethinyl Estradiol	4.11		820501
xkr4	Mononeuropathies	MESH:D020422	XKR4	114786	Nervous system disease	Nervous system disease		Tretinoin	3.86		10203107|20009973
xkr4	Mood Disorders	MESH:D019964	XKR4	114786	Mental disorder	Mental disorder		Ethinyl Estradiol	7.11		399315
xkr4	Mood Disorders	MESH:D019964	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	7.11		12906346|15816783|15910521|17632227|19578693|19836623
xkr4	Motor Skills Disorders	MESH:D019957	XKR4	114786	Mental disorder	Mental disorder		Arsenic	19.88		25451970
xkr4	Motor Skills Disorders	MESH:D019957	XKR4	114786	Mental disorder	Mental disorder		Atrazine	19.88		23123945
xkr4	Motor Skills Disorders	MESH:D019957	XKR4	114786	Mental disorder	Mental disorder		Tretinoin	19.88		18495421
xkr4	Motor Skills Disorders	MESH:D019957	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	19.88		20167509|28610743
xkr4	Movement Disorders	MESH:D009069	XKR4	114786	Nervous system disease	Nervous system disease		Atrazine	9.13		23770127
xkr4	Movement Disorders	MESH:D009069	XKR4	114786	Nervous system disease	Nervous system disease		Tretinoin	9.13		18495421
xkr4	Movement Disorders	MESH:D009069	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	9.13		15965227|17357133|17700005|19326700|22107891|6769734|8347908
